,val_loss,val_accuracy,loss,accuracy
0,1.761516621456849e-08,0.6770642399787903,146.486247245443,0.5731707215309143
1,0.6651520729064941,0.6770642399787903,2.5067060689477554,0.6324042081832886
2,0.8247524499893188,0.6770642399787903,0.6719652283482436,0.6768292784690857
3,0.4683341979980469,0.6770642399787903,0.6455417422882771,0.6768292784690857
4,0.3872652053833008,0.6770642399787903,0.6315959322327936,0.6768292784690857
5,1.1098166704177856,0.6770642399787903,0.633189101460088,0.6768292784690857
6,1.1348867416381836,0.6770642399787903,0.6294260014640329,0.6768292784690857
7,0.3859710097312927,0.6770642399787903,0.6312764106311864,0.6768292784690857
8,1.1269400119781494,0.6770642399787903,0.6325315430189259,0.6768292784690857
9,0.39573854207992554,0.6770642399787903,0.6337748533341943,0.6768292784690857
10,0.3815324008464813,0.6770642399787903,0.62755713832503,0.6768292784690857
11,0.38780346512794495,0.6770642399787903,0.6312705122635339,0.6768292784690857
12,1.159672737121582,0.6770642399787903,0.6280718375166119,0.6768292784690857
13,1.1495027542114258,0.6770642399787903,0.6292385145346877,0.6768292784690857
14,0.39051443338394165,0.6770642399787903,0.631776361307616,0.6768292784690857
15,1.1405272483825684,0.6770642399787903,0.6306433185467737,0.6768292784690857
16,0.38435742259025574,0.6770642399787903,0.6307114157111803,0.6768292784690857
17,0.39882203936576843,0.6770642399787903,0.6317878666655112,0.6768292784690857
18,0.3930359482765198,0.6770642399787903,0.6305359296682405,0.6768292784690857
19,0.39613115787506104,0.6770642399787903,0.6330847461879876,0.6768292784690857
20,0.38230660557746887,0.6770642399787903,0.6286913123280329,0.6768292784690857
21,0.3811710774898529,0.6770642399787903,0.6312064297938597,0.6768292784690857
22,0.39245304465293884,0.6770642399787903,0.6297251312159495,0.6768292784690857
23,0.37777453660964966,0.6770642399787903,0.6301991669558482,0.6768292784690857
24,1.1243515014648438,0.6770642399787903,0.6291295416679117,0.6768292784690857
25,0.3755212128162384,0.6770642399787903,0.6307471550300147,0.6768292784690857
26,0.3804962635040283,0.6770642399787903,0.6290056742857557,0.6768292784690857
27,0.38050901889801025,0.6770642399787903,0.6309349079996036,0.6768292784690857
28,0.38510775566101074,0.6770642399787903,0.6291586852239814,0.6768292784690857
29,1.145538330078125,0.6770642399787903,0.6293448969877555,0.6768292784690857
30,0.38496536016464233,0.6770642399787903,0.6303475544843109,0.6768292784690857
31,0.38950973749160767,0.6770642399787903,0.6295105490950342,0.6768292784690857
32,1.1504099369049072,0.6770642399787903,0.6298885293538562,0.6768292784690857
33,0.38825973868370056,0.6770642399787903,0.6295879661829215,0.6768292784690857
34,0.39114508032798767,0.6770642399787903,0.6296408413179245,0.6768292784690857
35,0.3917231559753418,0.6770642399787903,0.6322973972828961,0.6768292784690857
36,0.39327412843704224,0.6770642399787903,0.6287778026135541,0.6768292784690857
37,0.38854050636291504,0.6770642399787903,0.6298779261652185,0.6768292784690857
38,0.3877456486225128,0.6770642399787903,0.6298027094648275,0.6768292784690857
39,1.1436320543289185,0.6770642399787903,0.6300301524820228,0.6768292784690857
