,val_loss,val_accuracy,loss,accuracy
0,0.0788600742816925,0.6807339191436768,0.40352811194463056,0.8519163727760315
1,0.32881492376327515,0.6770642399787903,0.3632238097099477,0.8449477553367615
2,0.004266730044037104,0.6825687885284424,0.31609152049760786,0.8719512224197388
3,0.008366224355995655,0.6807339191436768,0.2896994715783654,0.8806620240211487
4,0.10780002921819687,0.6770642399787903,0.28527758231561773,0.8763065934181213
5,0.38194704055786133,0.6788991093635559,0.2846859960398192,0.8728222846984863
6,0.256547749042511,0.7541284561157227,0.2656898080056553,0.8815330862998962
7,0.07554680109024048,0.7761467695236206,0.2754005306896848,0.891986072063446
8,0.4426864981651306,0.831192672252655,0.26059146272180805,0.891986072063446
9,0.17120523750782013,0.8440366983413696,0.25080507048746437,0.8989546895027161
10,0.16013097763061523,0.820183515548706,0.2400047674203999,0.9085366129875183
11,0.005690253805369139,0.752293586730957,0.22192107686182347,0.911149799823761
12,1.4681810171168763e-05,0.7688073515892029,0.20299436660801493,0.9172474145889282
13,0.005314197391271591,0.8770642280578613,0.19126008754719426,0.9207317233085632
14,0.02760258875787258,0.8165137767791748,0.21870807919145047,0.9094076752662659
15,0.8065178990364075,0.7577981948852539,0.24292893484494413,0.9050522446632385
16,4.072017327416688e-05,0.6917431354522705,0.18763493546625462,0.9224738478660583
17,0.00044315779814496636,0.8660550713539124,0.16899116511232762,0.9320557713508606
18,1.7418638467788696,0.8550458550453186,0.2024939902360431,0.9137630462646484
19,0.01453742291778326,0.8825688362121582,0.17533897247671665,0.9294425249099731
20,0.22087131440639496,0.8660550713539124,0.17834928969265276,0.9277003407478333
21,0.09917499125003815,0.8770642280578613,0.18831360428383126,0.9181184768676758
22,0.0016612131148576736,0.8990825414657593,0.1685661171475354,0.9337978959083557
23,0.1031235009431839,0.8917431235313416,0.16677014760750927,0.9277003407478333
24,0.04030844569206238,0.9119266271591187,0.15018144223955865,0.9381533265113831
25,0.055089715868234634,0.884403645992279,0.16220888578517928,0.9311846494674683
26,5.105932712554932,0.78899085521698,0.13731022127206316,0.9477351903915405
27,1.7596189975738525,0.8660550713539124,0.1748688113502509,0.934669017791748
28,0.07104579359292984,0.8275229334831238,0.16710508697851195,0.9294425249099731
29,0.01151255052536726,0.9229357838630676,0.1397589478343206,0.9494773745536804
30,0.0019550786819308996,0.9247706532478333,0.1341325254390464,0.9416376352310181
31,6.806141755077988e-05,0.8770642280578613,0.12410384279640087,0.953832745552063
32,0.00017653923714533448,0.9064220190048218,0.11902937726588199,0.9590592384338379
33,0.06672850996255875,0.9045871496200562,0.11394901292638704,0.9555749297142029
34,5.255847930908203,0.8697247505187988,0.11480181487699004,0.957317054271698
35,0.003923473879694939,0.8825688362121582,0.1277231805364014,0.9520906209945679
36,1.1961460586462636e-05,0.910091757774353,0.11000603612655131,0.957317054271698
37,2.779802832364453e-09,0.7302752137184143,0.10261373102457266,0.9642857313156128
38,4.367321082554554e-07,0.9174311757087708,0.10614951130145518,0.9616724848747253
39,8.782484655966982e-05,0.8678898811340332,0.10231890735777828,0.9608014225959778
